Culture,Age,DIV,Genotype,mean_FR,median_FR,Total_FR,N_active_Es,meanSTTC,skewSTTC,netw_density,meanDegree,skewDegree,netw_size,CC1,PL1,GE1,SW1,RC1,BC1,CC2,PL2,GE2,SW2,RC2,BC2,mean_ISI_withinNbursts_ms,mean_ISI_outsideNbursts_ms,CVIofNBI,NBurstRate,frac_in_Nburst,num_RC_nodes_mean,GEraw
MPT190528_1B,DIV28,28,WT,1.134,0.635,14.742,13,0.006,1.067589505,0.387134503,0.494736842,0.200531174,1.578947368,0.894968932,0.986687549,1.00520993,0.907043909,1.081081081,1.088429676,0.795592908,0.977881257,1.00868763,0.813588462,1.204819277,1.132198724,,,,,,4,0.700854701
MPT190528_1B,DIV35,35,WT,1.028,0.04,16.448,16,0.024,0.265936207,0.317330038,0.740601504,1.465769747,2.210526316,1.120111466,0.994076745,1.002043,1.126785706,1.111111111,1.17828003,1.343729375,1.005732152,1.00960596,1.336070814,1.156069364,1.372630129,,,,,,6,0.715277778
MPT190528_1C,DIV14,14,WT,0.763,0.032,6.867,9,0.03,0.923026412,0.675438596,0.868421053,-0.023873378,1.789473684,0.612244898,0.99112426,0.990512247,0.617727688,1.104972376,1.237364758,0.80760095,0.98014629,0.992219509,0.823959605,1.19760479,1.5743187,,,,,,4,0.634259259
MPT190528_1C,DIV21,21,WT,0.259,0.021,3.885,15,0.137,-0.685208005,0.437007145,2.300258221,1.188989348,4.421052632,1.012513002,1.039056743,0.990208757,0.974454002,1,1.163319364,1.162836119,1.052238806,0.987108656,1.105106666,1.307189542,1.416147835,,,,,,13,0.850793651
MPT190528_1C,DIV28,28,WT,0.509,0.037,24.432,48,0.059,2.873289276,0.120944807,2.638970615,2.309347936,15.63157895,1.009230909,0.999824695,1.000059776,1.009407863,1.01010101,1.017854367,1.367062843,1,1,1.367062843,1.219512195,1.772276288,,,,,,13,0.741578014
MPT190528_1C,DIV35,35,WT,2.466,1.501,22.194,9,0.054,-0.113121406,0.360776942,0.802631579,0.158007812,2.947368421,1.684035015,1.072607261,0.970386482,1.570038798,1.111111111,1.178861789,2.014962594,1.070588235,0.964943553,1.882107917,1.129943503,1.103635746,3.179166667,45.008,0.906,0.5,0.012,9,0.671296296
MPT190528_2B,DIV14,14,WT,1.148,0.14,5.74,5,-0.007,0.407848516,0,0,,0,0,4,0,0,0,0,0,4,0,0,0,0,,,,,,0,0
MPT190528_2B,DIV21,21,WT,0.425,0.232,5.525,13,0.024,-0.1183256,0.10349738,0.399760766,1.698267047,1.842105263,1.032908557,1,1,1.032908557,1.025641026,1.141086624,1.327244014,0.978540773,1.018387553,1.356350243,1.098901099,1.421296526,,,,,,5,0.769230769
MPT190528_2B,DIV28,28,WT,4.777,4.241,267.512,56,0.411,-1.869129427,0.450048036,22.88992715,0.35037371,27.63157895,0.999863245,1,1,0.999863245,1,0.999908305,1.862726064,1,1,1.862726064,2,1.827350432,2.119786585,9.922,1.832,13.667,0.091,26,0.72327044
MPT190528_2B,DIV35,35,WT,0.704,0.275,4.928,7,0.008,-0.002124014,0.070175439,0.105263158,2.572478777,0.315789474,0.878197785,1.019736842,0.993914807,0.861200409,1.01010101,1.085213301,0.984167736,1.008130081,0.997455471,0.9762309,1.111111111,1.221787541,,,,,,5,0.777777778
MPT190528_4A,DIV14,14,WT,0.888,0.04,7.992,9,0,0.555887171,0.115789474,0.157894737,1.876388375,0.526315789,0.890780142,1,1,0.890780142,1,1,1.122551123,0.918580376,1.027837259,1.222049972,1.149425287,0.98322878,,,,,,5,0.714285714
MPT190528_4A,DIV21,21,WT,2.299,0.232,27.588,12,0.037,0.158456786,0.282099187,0.729862535,0.576820876,3.105263158,1.054202467,1.022267206,0.992695883,1.031239641,1.025641026,1.054082361,1.526329409,1.035897436,0.988429752,1.473436805,1.19047619,1.29034512,,,,,,7,0.755050505
MPT190528_4A,DIV28,28,WT,1.118,0.028,36.894,33,0.034,2.756358139,0.085089646,1.411277743,2.177899434,9.578947368,0.986955556,0.999815759,1.000064939,0.987137428,1,1.002908235,1.621151936,0.999877165,1.000043292,1.621351095,1.169590643,1.555560474,,,,,,12,0.729166667
MPT190528_4A,DIV35,35,WT,2.06,0.099,30.9,15,0.039,2.631904203,0.156634009,1.005513784,0.390302954,4.052631579,1.044833371,0.992248062,1.002683843,1.052996132,0.896057348,1.191094638,1.254783841,1.001878522,0.999358014,1.252431122,0.925925926,1.355776936,,,,,,6,0.741269841
MPT200107_1A,DIV14,14,WT,3.607,2.342,212.813,59,0.388,1.640532008,0.542168545,23.10033192,0.556827028,35.21052632,0.999900496,1,1,0.999900496,1,1.006701144,2.143750046,1,1,2.143750046,2.173913043,2.71231574,1.929364362,8.892,2.159,31.333,0.196,20,0.700175336
MPT200107_1A,DIV21,21,WT,10.543,7.213,622.037,59,0.581,0.69434866,0.805668891,35.49529803,-0.260298176,44.15789474,0.999995486,1,1,0.999995486,1,1,2.089877198,1,1,2.089877198,2,2.13350243,1.511061468,3.121,4.356,237.25,0.787,24,0.707199032
MPT200107_1A,DIV28,28,WT,9.197,7.035,542.623,59,0.542,1.12898087,0.745070542,32.62539686,-0.108396954,42.21052632,1.000166985,1,1,1.000166985,1,1,2.164109655,1,1,2.164109655,2,2.022776316,2.71980198,3.62,3.014,92.583,0.914,26,0.700175336
MPT200107_1A,DIV35,35,WT,5.394,3.689,318.246,59,0.574,-0.601575218,0.817327324,35.21655696,-0.328587886,43.68421053,0.999958578,1,1,0.999958578,1,1,1.765623647,1,1,1.765623647,1.666666667,1.689206406,1.576985167,5.29,5.093,134.833,0.74,27,0.748548621
MPT200108_1A,DIV14,14,HE,1.556,0.196,14.004,9,-0.016,-0.196357963,0,0,,0,1.25266444,1.004953999,0.999179778,1.246489333,1.104972376,1.538388257,1.807106599,0.932457786,1.035989022,1.938003656,1.315789474,1.738368463,,,,,,3,0.62037037
MPT200108_1A,DIV21,21,HE,1.169,0.222,10.521,9,0.01,0.823655071,0.122807018,0.157894737,1.876388375,0.421052632,0.888559793,0.972477064,1.009174312,0.913707711,0.952380952,0.915074338,0.884257066,0.987358616,1.000823188,0.895578417,1.040189125,0.988642672,,,,,,8,0.763888889
MPT200108_1A,DIV28,28,HE,2.333,0.387,27.996,12,0.012,0.1715802,0.073684211,0.329824561,2.178291551,1.157894737,1.053515335,1.037463977,0.988011224,1.015471726,1,1.014671626,1.180944576,1.094224924,0.970598062,1.079252127,1.092896175,1.285290426,,,,,,6,0.733585859
MPT200108_1A,DIV35,35,HE,0.975,0.044,47.775,49,0.043,3.354978712,0.229019854,1.988397031,2.812696649,12.36842105,0.986181436,1.002076125,0.999274065,0.984138242,1.092896175,0.926604973,1.348919762,1.002214839,0.999225707,1.345938723,1.162790698,1.570271079,2.544923077,20.957,1.965,3.25,0.043,12,0.731575964
MPT200108_2B,DIV14,14,HE,5.374,1.112,64.488,12,-0.001,0.205350785,0.135338346,0.233082707,1.559738321,0.789473684,1.03886767,0.98880597,1.0041841,1.050628436,1.156069364,0.932065638,1.100882484,1.003787879,0.998583569,1.09672821,1.25,0.940976254,,,,,,8,0.712121212
MPT200108_2B,DIV21,21,HE,2.505,0.613,32.565,13,0.017,-0.06901041,0.140183793,0.490977444,0.998448218,2.105263158,0.959027619,0.9958159,1.001347422,0.963057147,0.898876404,1.157084402,1.000142827,1.028077754,0.990877193,0.972828001,0.879120879,1.330467467,,,,,,6,0.754273504
MPT200108_2B,DIV28,28,HE,1.262,0.306,10.096,8,0.01,1.083066335,0.378446115,0.428571429,0.331831705,1.105263158,1.003095975,1.006776379,0.979147779,0.996344368,1,1.171684296,1.215303826,0.974391006,0.988467875,1.247244503,1.257861635,1.51871271,,,,,,4,0.642857143
MPT200108_2B,DIV35,35,HE,2.812,0.196,19.684,7,0.016,0.651451576,0.1,0.236842105,2.190520911,0.631578947,1.666666667,1.145648313,0.921282799,1.454780362,1.265822785,1.341463415,1.256732496,1.130983693,0.939190394,1.111185337,1.183431953,1.083832827,2.677285714,50.574,1.151,0.583,0.058,7,0.626984127
MPT200108_4B,DIV14,14,KO,0.184,0.044,0.92,5,-0.001,0.412920045,0,0,,0,0,4,0,0,0,0,0,4,0,0,0,0,,,,,,0,0
MPT200108_4B,DIV21,21,KO,0.136,0.011,1.224,9,0.019,0.311268947,0.069548872,0.223684211,2.591257514,0.578947368,1.338100102,1.052631579,0.977924786,1.271195097,1.098901099,1.044868947,1.838596491,1.089912281,0.956423458,1.686921529,1.226993865,1.318465714,,,,,,5,0.62962963
MPT200108_4B,DIV28,28,KO,0.017,0.015,0.153,9,0.01,0.689896671,0.070175439,0.175438596,2.775320985,0.368421053,0,8,0,0,0,0,0,8,0,0,0,0,,,,,,0,0
MPT200108_4B,DIV35,35,KO,0.252,0.103,1.512,6,0.003,-0.252109339,0.052631579,0.052631579,4.006938427,0.105263158,1,1,1,1,1,1,1.071428571,0.985915493,1.0041841,1.086734694,1.03626943,1.089918256,,,,,,4,0.8
MPT200108_5B,DIV14,14,KO,0.01,0.01,0.01,1,0,,,,,,,,,,,,,,,,,,,,,,,,
MPT200108_5B,DIV21,21,KO,0.04,0.04,0.08,2,0,,,,,,,,,,,,,,,,,,,,,,,,
MPT200108_5B,DIV28,28,KO,0.182,0.019,2.002,11,0.067,,,,0.973969518,2.947368421,1.541762083,1.013306039,0.993166287,1.521516722,1.19047619,1.229716826,1.969454366,1.050521724,0.976471613,1.874739305,1.257861635,1.390377604,,,,,,6,0.660606061
MPT200108_5B,DIV35,35,KO,0.017,0.013,0.102,6,-0.002,,,,,0,0,5,0,0,0,0,0,5,0,0,0,0,,,,,,0,0
MPT200108_5C,DIV14,14,KO,6.566,1.024,39.396,6,0.031,,,,-0.029143968,1.684210526,0.954653938,1.041214751,0.986019132,0.916865553,1,1.118012422,1.074691026,1.054945055,0.981684982,1.018717535,1.111111111,1.255813953,,,,,,5,0.744444444
MPT200108_5C,DIV21,21,KO,2.585,0.032,28.435,11,0.051,,,,0.207278265,3.105263158,0.912541004,0.990595611,1.002915452,0.921204368,1,1.067146789,1.185821556,0.99433606,1.001747234,1.192576236,1.075268817,1.263657549,,,,,,6,0.781818182
MPT200108_5C,DIV28,28,KO,2.213,1.815,128.354,58,0.353,,,,0.632335676,32.52631579,1.00004803,1,1,1.00004803,1,1,1.923374709,1,1,1.923374709,1.57480315,1.378329451,1.869738956,10.93,3.126,41.5,0.374,30,0.730639731
MPT200108_5C,DIV35,35,KO,2.435,0.054,36.525,15,0.101,,,,1.456002683,7.894736842,0.998839084,1,1,0.998839084,1,0.999555046,1.340759976,0.999655291,1.000098049,1.341222307,1.25,1.14065199,,,,,,11,0.80952381
MPT200115_1A,DIV14,14,HE,0.349,0.171,2.443,7,0.009,,,,1.876388375,0.421052632,1.773399015,1.013345931,0.982142857,1.75004306,1.156069364,1.037463977,1.601423488,1.026684217,0.968627009,1.559801409,1.19760479,1.236405266,,,,,,5,0.650793651
MPT200115_1A,DIV21,21,HE,0.284,0.095,2.272,8,0.03,,,,0.512210497,1.263157895,1.505376344,1.067344346,0.975907289,1.410394265,1.19047619,1.144414169,0.85054678,1.089494163,0.946633534,0.780680437,1.176470588,1.379472141,,,,,,5,0.634920635
MPT200115_1A,DIV28,28,HE,0.097,0.088,0.388,4,0.001,,,,,0,0,3,0,0,0,0,0,3,0,0,0,0,,,,,,0,0
MPT200115_1A,DIV35,35,HE,0.394,0.19,2.364,6,-0.01,,,,,0,0,5,0,0,0,0,0,5,0,0,0,0,,,,,,0,0
MPT200115_1B,DIV14,14,HE,1.923,1.303,28.845,15,0.232,,,,0.49120388,7.105263158,1,1,1,1,1,1,1.142784494,1,1,1.142784494,1.111111111,1.175054357,2.474909091,34.787,0.836,11,0.322,12,0.9
MPT200115_1B,DIV21,21,HE,1.994,0.882,43.868,22,0.346,,,,-0.019326844,13.42105263,1.000730589,1,1,1.000730589,1,1,1.038055535,1,1,1.038055535,1.111111111,1.154809298,1.524261128,23.162,0.578,28.083,0.692,17,0.947368421
MPT200115_1B,DIV28,28,HE,2.073,1.006,49.752,24,0.378,,,,-0.112215419,14.94736842,0.999624159,1,1,0.999624159,1,1,1.073144875,1,1,1.073144875,1.111111111,1.192182384,1.307748619,20.57,0.694,30.167,0.693,18,0.928571429
MPT200115_1B,DIV35,35,HE,2.59,0.772,67.34,26,0.432,,,,0.090448317,17.52631579,1.000433104,1,1,1.000433104,1,0.999970784,1.123409786,1,1,1.123409786,1.25,1.168745308,1.184393145,15.268,0.697,41.333,0.705,22,0.909230769
MPT200115_1C,DIV14,14,HE,0.251,0.09,1.255,5,0.012,,,,4.006938427,0.157894737,0,4,0,0,0,0,0,4,0,0,0,0,,,,,,0,0
MPT200115_1C,DIV21,21,HE,3.127,1.215,184.493,59,0.644,,,,-0.966511731,47.26315789,1.001273271,1.001247105,0.999706031,1.000026134,1,1.006012245,1.18870503,1.002676182,0.999370277,1.18553233,1.19760479,1.204739856,1.4189,7.603,8.671,8.333,0.892,33,0.878737542
MPT200115_1C,DIV28,28,HE,0.723,0.447,10.122,14,0.12,,,,1.220534396,5.315789474,0.999605538,1,1,0.999605538,1,1,1.196865532,1,1,1.196865532,1.234567901,1.206903893,2.593,98.19,0.268,0.5,0.032,11,0.868131868
MPT200115_1C,DIV35,35,HE,0.764,0.129,16.044,21,0.086,,,,1.053512876,7.263157895,1.004584673,0.993541977,1.001932585,1.011114473,1,0.978876112,1.376448942,1.013513514,0.996007984,1.358096289,1.379310345,1.314071791,2.360546875,62.244,0.99,5.333,0.235,14,0.792063492
MPT200115_1D,DIV14,14,HE,0.081,0.03,0.972,12,0.001,,,,4.006938427,0.157894737,0.990338164,1.008403361,0.996503497,0.982085346,1,1.020408163,1.597402597,0.973548551,0.999014131,1.640804248,1.428571429,1.117429911,,,,,,6,0.678571429
MPT200115_1D,DIV21,21,HE,0.349,0.116,16.752,48,0.167,,,,1.360872803,20.36842105,0.96386749,1.032709085,0.988270781,0.93333883,1,0.874120006,1.73390457,1.042455536,0.984968515,1.663288754,1.342281879,1.332123832,2.688966667,61.425,1.523,2.5,0.1,21,0.716459811
MPT200115_1D,DIV28,28,HE,1.077,0.349,17.232,16,0.128,,,,1.103489332,6.473684211,1.000565263,1,1,1.000565263,1,1.018664607,1.095122701,0.993103448,1.004651163,1.10272772,1.111111111,1.220707638,2.57915493,57.884,1.082,5.917,0.271,11,0.9
MPT200115_1D,DIV35,35,HE,1.652,0.422,26.432,16,0.204,,,,1.218179836,8.263157895,1,1,1,1,1,1,1.019228646,1,1,1.019228646,1,1.043981685,2.276954887,37.827,1.033,11.083,0.357,15,0.970833333
MPT200115_2A,DIV35,35,KO,1.897,0.875,39.837,21,0.235,,,,1.113290379,11.52631579,1.02921104,1,1,1.02921104,1,1.00936917,1.166280639,1,1,1.166280639,1.123595506,1.182755028,1.78785,25.299,0.906,21.667,0.587,16,0.878571429
MPT200115_2B,DIV14,14,KO,0.436,0.218,3.924,9,0.05,,,,1.533394221,1.526315789,1,1,1,1,1,1,1.140082298,1,1,1.140082298,1.104972376,1.157298322,,,,,,7,0.847222222
MPT200115_2B,DIV21,21,KO,0.518,0.239,9.842,19,0.178,,,,0.955872568,7.473684211,0.999938722,0.998343979,1.000385611,1.001597388,1,1.03612937,1.155989981,1.004761905,0.99889989,1.150511356,1,1.071407247,2.1432,101.54,0.68,1.25,0.082,14,0.884990253
MPT200115_2B,DIV28,28,KO,0.658,0.268,15.134,23,0.263,,,,0.572723994,11.42105263,1.002845662,1,1,1.002845662,1,1.009598654,1.152488592,1,1,1.152488592,1.242236025,1.40869985,1.95684127,66.366,0.796,5.25,0.257,15,0.883116883
MPT200115_2B,DIV35,35,KO,1.514,0.351,34.822,23,0.274,,,,0.762924834,11.26315789,1.002038343,1,1,1.002038343,1,0.981284975,1.043057552,1,1,1.043057552,1.111111111,1.133720201,1.912992537,28.818,0.808,11.167,0.268,19,0.942687747
MPT200115_2D,DIV14,14,KO,0.723,0.361,10.845,15,0.041,,,,0.672661354,3.842105263,0.938394982,0.998959417,1.000291347,0.939372477,1.020408163,1.009942909,1.045607024,0.992761117,1.009902932,1.053231242,1.063829787,1.040531478,2.611,91.991,,0.083,0.004,6,0.817460317
MPT200115_2D,DIV21,21,KO,1.298,0.4,23.364,18,0.155,,,,1.464840291,8.684210526,1.000015642,1,1,1.000015642,1,0.997724096,1.027034916,1,1,1.027034916,1.111111111,1.10827713,2.120299213,42.959,0.964,10.583,0.409,16,0.950980392
MPT200115_2D,DIV28,28,KO,1.571,0.569,37.704,24,0.161,,,,1.022061285,11.68421053,0.960397244,0.999148453,1.000210128,0.961215764,1,0.827339902,1.138372872,1,1,1.138372872,1.25,1.018951459,1.876877637,26.671,1.124,19.75,0.504,18,0.862318841
MPT200205_2A,DIV14,14,HE,0.541,0.149,4.328,8,0.063,,,,0.666410503,1.631578947,0.839558876,0.98245614,1.00589391,0.854550999,1.081081081,0.949152542,0.951229343,0.992907801,0.998245272,0.958023838,1.234567901,0.950118765,,,,,,7,0.761904762
MPT200205_2A,DIV21,21,HE,0.274,0.07,4.384,16,0.062,,,,2.126407407,3,1.012842257,0.993480286,1.001747234,1.019489034,1,0.98405617,1.180735854,0.99378882,1.008375209,1.188115454,1.111111111,1.063921548,,,,,,11,0.836111111
MPT200205_2A,DIV28,28,HE,0.798,0.318,10.374,13,0.188,,,,1.191081305,5.473684211,1.007591374,1,1,1.007591374,1,0.967560513,1.045959715,1,1,1.045959715,1.086956522,1.078657681,2.7078,96.109,1.143,0.417,0.023,11,0.929487179
MPT200205_2A,DIV35,35,HE,0.22,0.17,3.52,16,0.18,,,,0.781877485,6.052631579,1.000222627,0.998043053,1.000481773,1.002183847,1,0.990990991,1.187590293,1.006578947,0.998397436,1.179828265,1.098901099,1.075720208,2.71275,279.718,1.214,0.333,0.051,13,0.865277778
MPT200205_2C,DIV14,14,HE,0.892,0.557,10.704,12,0.211,,,,0.356475861,4.736842105,1,1,1,1,1,1,1.186517557,1.011764706,0.997050147,1.172720841,1.015228426,0.952257156,,,,,,10,0.853535354
MPT200205_2C,DIV21,21,HE,0.718,0.126,12.924,18,0.156,,,,0.228552481,7.368421053,1.002518383,0.999774825,1.000069935,1.002744176,1,0.977274043,1.406841599,1.009090909,0.9972106,1.394167351,1.428571429,1.249998562,1.976285714,77.398,0.747,1.167,0.058,13,0.778867102
MPT200205_2C,DIV28,28,HE,0.72,0.144,11.52,16,0.159,,,,0.803873293,5.894736842,0.999948771,1,1,0.999948771,1,1,1.166708436,1,1,1.166708436,1.123595506,1.104441746,2.042666667,86.801,0.797,1,0.053,13,0.866666667
